label,gender,ideology_binary,ideology_multiclass
db21a9ee2b69cd5b2fa4b3f02bd830c4,female,left,moderate_left
69e06a56d294f22cb9f61d8cba9c152e,female,left,moderate_left
5b8745d7993ac1710a85e3577f0ee09e,male,right,moderate_right
b2be3201d025e44b87aa7a17ee9ef3dc,male,right,moderate_right
c038cb25924380cf764f7f94fb20d80a,female,right,moderate_right
5cabd83599f8b978b67162d8666b36dd,female,right,moderate_right
52d626e3f0b6444577e0473a123ba1b7,female,right,moderate_right
2efd2194e0f5cd1609295096dee237fe,female,right,moderate_right
ab721a4e38531cb9d9a5f6064db8a6e4,female,right,moderate_right
ee9170a3c8177542102f3f558464c608,female,right,moderate_right
8dc6f3724bd5ab033750b0432a8d88a7,female,right,moderate_right
ff148163df1b13f497a23a832824ffa2,female,left,moderate_left
b7a7b93d9651a0d6db9058c6bf144681,female,right,moderate_right
14f83fc8585b28cc9c3d045093bd8680,female,right,moderate_right
374ecb459961dbfc82fd45fa9332c105,female,right,moderate_right
214a9b25ffa70e5162355f6356284bce,female,right,moderate_right
611b0eae97b31f16ce041a0e6abf6602,female,left,moderate_left
5fe0d54f426cee729ed4751a57263af6,female,left,moderate_left
3c8f980dad6e791586a2f71240af865d,female,left,moderate_left
5c39752503d52474f51b5f17799f8514,female,left,moderate_left
53948e08e1d8be57cbcd2cb3f544c48d,female,left,moderate_left
75b4dffc21a916f12e48b60706ef1ce1,female,left,moderate_left
1f6b8085fc927103254098e39e8f2f5b,female,left,moderate_left
8783a8c52d86f346ca405ea44645ecca,female,left,moderate_left
12e07c4bfacad36f0227818bdbcaa7f8,female,left,moderate_left
a4bbf5737b9fb9e1c7bcfcea8a9a63fc,female,left,moderate_left
879353e4b1a97b5b062d15ca1e1a605f,female,left,moderate_left
9eaaa8124cde4e6b7bcb6f7f8eeefa29,female,left,moderate_left
09808ff19175a4fdfafe2be3a7f6c28f,female,left,moderate_left
50ef18425fe7dcf2676bdc4cd1ab950d,female,left,moderate_left
f0021c618c2eb269c8e1074c697034f9,female,left,moderate_left
636fd458dec9e68bd5a844ee14130677,female,left,moderate_left
cea89bb5a3f9730ea5348c9f04969cd4,female,left,moderate_left
b2be56eb5e9dd7195eb73aefd73d12c4,female,left,moderate_left
07919a25670d76abf739d7d4cd1eb23e,female,left,moderate_left
7386759c5a19bee7f844560a573a8fd3,female,left,moderate_left
4c8b502091d589f3f4a4156d601927c5,female,left,moderate_left
9fc96e67aee94290abbfc30031e174ff,female,left,moderate_left
fe1774f5cc6db952be23f4d67f7e192c,female,left,moderate_left
6bfe6a95c5c4a1355e98ba8ed15640b5,female,left,moderate_left
9b75cda959e0784c49b6d586a2fe1e59,female,right,moderate_right
4fa80d7f3c9222d745b727bb0ec74d39,female,right,moderate_right
d16d75acd8489283681d9b414d6ff0cf,female,right,moderate_right
0fda12cda963c3e5d73f15319f505eff,female,right,moderate_right
e94ddd677901009f62571f1f82e3d560,female,right,moderate_right
1fd23416579d117c65d4b786f5fe6818,female,right,moderate_right
f5ecc44419a039b33e6b3f6be11f5321,female,left,moderate_left
fde9bfa148f33ed523ec835f34ef36e3,female,right,moderate_right
682ad5f9e95439bdc714c45dcdcd0f9a,female,right,moderate_left
1859469fade351e0307b7af7d92f01d4,female,left,moderate_left
07a494a7fa5a0edb9811a477451bfb45,female,left,moderate_left
987a64f7dd8c42f37abe13e2afc65313,female,left,moderate_left
60f7265c1a7d771d2f1b030ae91e09f7,female,left,moderate_left
8707606c9fa49a4bd1bbdbb323530f94,female,right,right
dfabfa34947845fd8b8e9c68ccbebec3,female,left,moderate_right
dfa57567892bf3132ce14c07ede2716a,female,right,moderate_right
5bb9b4b612e2a17a93accb3590c46c34,female,right,moderate_right
752eaca3c1aecdd54d775e4e2e93c3ef,female,left,moderate_left
b993fba447a28dfcbf790f590cf1b801,male,left,moderate_left
828a64b8aae2bf9bd34c1d3eae393235,female,left,moderate_left
0ac39bb572d1252a7372198887cbdaa5,female,left,moderate_left
2f95ad7ff0b47fcd474101d9e2136331,female,left,moderate_left
2146253927f45bd150a1d169ebe49bee,female,left,moderate_left
22688ed595bfc6bdf783d6ce05f5474f,male,left,moderate_left
7b89746a465a2bd1a222c8bb6cde7d89,female,left,moderate_right
e98a4365f74c8e246cfabaa9a5fcc71c,female,left,moderate_left
607d75bb9ecada950d4068c03558fa29,female,left,moderate_left
6562ce63feb526079921752fc9c00cea,female,left,moderate_left
ba65e74c062f129571b372038d40fd0f,female,left,moderate_left
7c5666c9c06b5728117314b862d15343,female,left,moderate_left
5557d2d90610ca876f25d3ab16cb3432,male,right,moderate_right
929cbd0c8ef1dcc6e794aee00ac67fd3,female,right,moderate_right
e2cfa3b70767b633717fccc8a40358f2,female,left,moderate_left
74a943063d5cb05987476ad563da0e2c,male,right,moderate_right
67a885c9f30eb2d70ce625ed4059805e,female,left,moderate_left
4a2c0bd7e73e93a55ce0db9f1550d4f1,female,left,moderate_left
a9d33d5e152d4ac2ba4216932e4c5772,female,left,moderate_left
946ee7f1290958a45d50bd0ad864bbb4,female,left,moderate_left
b606ec6bf1e48d22fd015b9224ced39c,female,left,left
4100f0cf8dacecdc22e0f1ccca00bf23,female,left,moderate_left
fbcac24c7e6cc46d6776aa1839bcdb52,male,right,moderate_right
7e796377c44b199891aa5d6b93f7057c,female,right,moderate_right
700bed98d8d7b8c980164b741fe1ad36,female,right,moderate_left
c0853d9966add9ab2233c2cb13d02e82,female,left,moderate_left
abe5a3b427cce7016fe64d9ccbf85aed,female,right,moderate_right
85f1a70e1d21721742b757dca4681ac7,female,right,moderate_right
ba76afbd29f16264b71d182ce3a4ee5f,female,right,right
f16103f027e2a9adea6afc541d5337a7,female,right,moderate_right
9a4d069a3e07381d19e4c63ed1337d5d,female,left,moderate_left
7858ad1c3fd2ab1fd8e12d8e40634881,female,right,moderate_right
bbfd1936194dbc776f4b12f984c1ee0c,female,right,moderate_left
86709dc453823958186608cee43ca435,female,right,moderate_right
ac2533345c448f2675f029e2e0397f74,female,right,moderate_right
dd024203ef75b4f0cf5afd8787c398de,male,left,moderate_left
8c721bc78de9eed45592fcdface31add,female,right,moderate_right
5962ba16013a28f91eae0e17b773d2f0,female,left,moderate_left
c972cd0446db0d42ce2720ec8ff16fdb,male,right,moderate_right
ec1a7078ca21813ed2bc1638c5c460ef,female,left,left
8ab217dc02faa86c84555e213848b76f,female,left,moderate_left
8aa55b5484127ecdcdd480421bfa6927,female,right,moderate_right
950f317a33078ca1271be6e466568ce5,female,left,moderate_left
bb4ef8c368c88e5d1b37037065571a0d,female,left,moderate_left
29dbe24d353c850ffcd36afcd218d72a,female,right,moderate_right
d6bd7a175f1700559dfe5fe45539082f,female,left,moderate_right
08e4d1acc4281c4635107f0b1fa96e51,female,left,moderate_left
1697df7103bda6afee4e6c55bbf0be7a,female,left,moderate_left
9c112b81a4ffce52012445b77bba7713,female,left,moderate_left
97c5c7524ec7a753c5ea5b11d2a08429,female,left,moderate_left
30657fa0e8daa521d71f1e0bb6ffb597,female,left,moderate_left
ab705f6125615a0983ea181a50365da3,female,left,moderate_left
7e362acb45f0b31bf74d39d0faae6fb6,female,left,moderate_left
7a1e228b4300dfe8302e9aa68657433d,female,left,moderate_left
e1482000371d49bf991ac5a1c09375d7,female,left,moderate_left
2082630a9fbcc1fbd2f59c9b1c77b890,female,left,moderate_left
4e8b0d5b3fd7ca3fff9d89821ebef515,male,left,moderate_left
7321f04d83c6cf19ad7d8049f49575ed,male,left,moderate_left
0323700bd9fa34392fa7fa74d8e193ec,male,left,moderate_left
3b4801966696394648d86e8651ab75ff,female,left,moderate_left
23ec421333db4d0818a807e7fd196115,male,left,moderate_left
d1053ccc45b146c1baf98bf131fe53de,female,right,moderate_right
52f135c8542d3c66f240a0ca900c20af,female,left,moderate_left
d8c36af7bbfdc155b9956a079c9c65e5,male,left,moderate_left
a39be5bdc3d6ad1e1887d4ef9f777e09,female,left,moderate_left
21ebd33dfd8038a3e2ca3de5c854028c,female,right,moderate_right
623262d67557c7053d5f86bd79b18331,female,left,moderate_left
090d3d5eb398d81e42456b179f5e2b9d,female,left,moderate_left
35e265982e341606139e95923dcaf8dd,female,left,moderate_left
6e96fa427cbba72e78dae2fffd17d031,female,left,moderate_left
ddb94a16506ac88c1d913d5d80ef36c5,female,left,moderate_left
b83113fbd03628a5b89b6f674203c074,female,left,moderate_left
17ae79339ac82f3377dbe327003f7c4b,female,left,moderate_left
ca5304f5d863b581c5d71f89f7c0c6b6,female,left,moderate_left
b5d48890233fc9cea108297bf9804633,female,left,moderate_left
19d60fb2dda9f091d0f3d3fb58932a53,female,left,moderate_left
d199a0fdfe353777f719a1ec931b49fe,female,left,moderate_left
56a672b6688d42422bcf395326423d44,female,left,moderate_left
73237d20a86e6c6bc5867ff526923b98,female,left,moderate_left
33651e8de13cb68d853404a79f03afb1,female,left,moderate_left
84fe1a6b9ebb429259001a2461dfd588,female,left,moderate_left
dec36a687db5a2de225d9bde8753bc5a,male,left,moderate_left
440335f2deb8a97fab42911186e89ac8,female,left,moderate_left
30e845fadc86849a94526fbb65ca2b51,female,left,moderate_left
9775e3a5d12063d1e53dbb5163b30080,female,left,moderate_left
05d00d99b002e3792cf90f9507203baa,male,left,moderate_left
11b2faad941e6160712ec27875ef9fad,female,left,moderate_left
8b08d5b9f4b12f4f5ec95a48713455ba,female,left,moderate_left
ecf60102d9bfe0bc1757b05318d6962e,male,left,moderate_left
b31d63f86465da296753180e12f06ff0,female,left,moderate_left
27fea9d799ce06009975aeed03f50bd7,female,right,moderate_right
bee3f4e43b18f154d4d8d36f10a7a463,female,left,moderate_left
7ac0d7d7ea3532a40374877c38c7f2f0,female,left,moderate_left
89edaa5285cb036e6b66b64e93f0c06b,female,left,moderate_left
2389f8e9e7a4da6803f79699dce70e2d,female,left,moderate_left
d2a2b17e1115486623c6f75dd3259e9c,female,left,moderate_left
0c49b6a3ffe1f17040206e59f9886b2d,female,left,moderate_left
491274ad5aab597bf963b9d67136acb5,female,left,moderate_left
c1f65744fb49d6c936b156aa6db2b8cb,female,left,moderate_left
9c1e0715b191bac8a8f7e6430ddd7613,female,left,moderate_left
0c92e8c317ce57907df424bcbce6e0b4,female,left,moderate_left
359a6194854e24e7c4160f566d54dbb0,male,left,moderate_left
87d5b35f79a4f942398a47cdde76d6e1,female,left,moderate_left
ccaf3ee61413006738e16bd74e062b7f,female,right,moderate_right
11f76fa6b6f2a22390d1005b29ac73d2,female,right,moderate_right
47346ffaaf30c4bc7daf731897413e1a,male,right,moderate_left
d43f6142b4190faed074471598f94cb4,female,left,moderate_left
5153985b9888b02d66e9daf0b29c44ad,male,left,moderate_left
1cb63b12f4839bfd66f0e9895ab63e71,female,left,moderate_left
4ba3d289d42f47e5c414f428ec041a5c,female,left,moderate_left
2d50c5f955748c5c3665c3efd7d5ba2b,female,right,moderate_right
8461010e7e2d08348aae560ae274e951,female,left,moderate_left
83c01cf6748e660bc941092aa657c953,female,left,moderate_left
5865413a71f5ede11e98bed73b432385,female,left,moderate_left
1a0aa798667e8b5f22e86dffb26fbecd,female,left,moderate_left
8d80bcaa98cb3af233e97772ff4518c7,female,left,moderate_left
171b959d03f9d47c9f9eb84779844ebd,female,left,moderate_left
a36c03ddd7036e94c905aa4c3fcb9fff,female,left,moderate_left
4258038b14955d15e9aada0666233318,female,left,moderate_left
f06a378142fe534592f3c6cb384243f6,female,left,moderate_left
c0b5be9a91ea707e3937f6ae373c7fdb,female,left,moderate_left
e261addae0cd4553af364b14cfd043bc,female,left,left
b96594cc12c28974e3263472b7795705,female,left,moderate_left
b71f0f2cd2bf0765c03785a232eef91c,female,left,left
4604723fc50db660d2ed8d8c04289bbc,female,left,left
432a712fbe6ddeaa600ed758cae8695d,female,left,left
e710a94ba5e77f4a8de95671d31ca3fe,female,left,moderate_left
3b7bc7698fc2369ae68a0a09f2620c3e,female,left,moderate_left
788ad00ad437f70c192e90e85e6ccbea,male,left,moderate_left
37656a325271ce30056de7c903d32bf9,female,left,left
5a491b6c379398ec53700680a935a6aa,female,left,moderate_left
6277fe84ce9b9199c7576a56f691e266,female,left,moderate_left
2690efd9e03c92c0e83303783be56d2a,female,left,moderate_left
da35511b6c0d3d4023c498bcedce5bfc,female,left,moderate_left
c2b466c89d6b5d692b55aa95c275120f,female,left,moderate_left
c715285b7c3e16bd81c4411f1eb290e8,female,left,left
bae81fd0bb4b22dc14018e5fe116e321,female,left,left
eed95afd8c7e1307fa30005bf21d0e07,female,left,moderate_left
af38fcf44d90d528e6be1cf48e49b7b6,female,left,moderate_left
1ecc7306fcf7e785626c5e4c7b0726d9,female,left,moderate_left
3edea35330de68113fe6354dd6c248bf,male,left,moderate_left
564dd8798fa3ba3484e663ee3360af78,female,left,moderate_left
8dc8986e58029cd431eb31f0a1183e7c,female,left,moderate_left
4adf4532da9510009521265baa65136e,female,left,moderate_left
9310b1dfdf036adba517ee6ca0194998,female,left,moderate_left
27e60e897926a99455b29c730faa3d5c,female,left,left
95049b4d343c5733e580bcc6a3ca15fa,female,left,moderate_left
a668b1df387d2c289ab1d8f3eeb557a4,female,left,moderate_left
47ea1f9b01f41dc371a728eb69dc7297,female,left,moderate_left
8133886a7535ecfec38003adda0b3afa,female,left,moderate_left
5ff2b6478036babc43f75da9a431461b,female,left,moderate_left
506147b0c2679b93e86aad6e6418ffd7,female,left,moderate_left
744aca7fff624e1cd8954f9b364f612a,female,left,moderate_left
688bd951a662b94e5e20e353e471e7f4,female,left,moderate_left
a6660b48022daac4a9b020166394e484,female,left,moderate_left
bf6b8a98e901b8b93048f758d0010042,female,left,moderate_left
57fae45c9544ca5501d699b11a5a1f91,female,left,moderate_left
bf36060ae4d278bd04f17027a2ac892c,female,left,left
670c381074d75ddc1e0bff8d33fd9fbd,female,left,moderate_left
9b812933904c31dc5b9e1904afcd0f0f,female,left,left
317130bbc0eaecdbfbc02c0f68dc2a78,female,left,moderate_left
42443feec2f273ed12b136f9ee967989,female,left,moderate_left
01eb84b809c7ee80d8fbcb412dc5ed6c,female,left,moderate_left
cae2b5cf18a1a6024f20b606710e1c74,female,left,left
5d483a2618c382ec49760277742f0344,female,left,moderate_left
acfe94538a3107ebaee6e3db44f1963a,female,left,moderate_left
a6214dcabb64d3c13e269a0bc1257112,female,right,moderate_right
a8e357b56c8fcc0cae63d823a38bb265,female,left,moderate_left
70bb8e2af1c68166bdda022ada9ab70f,female,left,left
fb177dfab896fe6f8c5fc06bd45c813f,female,left,moderate_left
5bc2b21dd4569c66972041aa87d7333b,female,left,moderate_left
e1412bc698959a06f1631a5dcb22951c,female,left,moderate_left
440220bc8c637d0435340adb0448e021,female,left,moderate_left
3ed257de42009c8c785f7709f5a9c7be,female,left,moderate_left
4266de07e6d457f8e9796906e877fb92,female,left,moderate_left
db3343005437f899046fde9777cf1714,female,left,moderate_left
3564331a4729f1e9675ba78c0cba024a,female,left,moderate_left
81c859ca1af91cd5183d8d3b2c43daf3,male,left,moderate_left
d3492d950b3c0ff243994e942ba072dc,female,left,moderate_left
cbd13b98332707ccb0a7b99cee8f0f9a,male,left,moderate_left
05de56ccd37e8ccfeeaf23bfc9849139,female,left,moderate_left
609e1a53e98791124ce6443cc6d979a8,male,left,moderate_left
694c5f09e7acba28991fe70d15ed9877,male,left,moderate_left
ef81a4687608453995d704b3c323b96c,male,left,moderate_left
ca7a21b24471d531d173333066b9b5c5,female,left,moderate_left
92035f2f6d293d39b24052e6333bd3d3,female,left,moderate_right
3fd052e18ebcca79161efd720aeb0088,female,left,moderate_left
14979401af38f19e6895cc36ea2f5911,female,left,moderate_left
0556bf01b1046d4c6fc3200db739b53e,male,left,moderate_left
acbbbbdd6c7add32f99cf7c2b73fe41c,female,left,moderate_left
687da3ec9b07a2883286f3239c5961af,female,right,moderate_right
55955e4dbcc35e811d7e9e4d4fb3ab56,female,right,moderate_right
3e616401d2d9b90881daffb6c2863ca0,male,left,moderate_left
41398a979fea16d628448a54b8f3362c,female,left,moderate_left
b8222cfd1ca9914c29c95770817ba8e5,female,left,moderate_left
d4c4a6461da8c99d72fe657d4e8928d5,female,left,moderate_left
2646846a2f6d88cc7cba9bd2117b4a09,female,left,moderate_left
39f298c2403f2cc47bdf159a1610d7af,female,left,moderate_left
5750f408c7c7de6f02426322ddd12b70,female,left,moderate_left
cde160f2b5ee1dc3cd1a0689cefc602f,female,left,moderate_left
22eefb9aa323e67bb46bfa0375cc8337,female,left,moderate_left
cec62d5a24b8ab61a6f911a533689a4c,female,left,moderate_left
ce3751298b53b1121acfbdd8bdefbb1c,female,left,moderate_left
d734e946bc7f50d7712b196472aa2cd9,female,left,moderate_left
cc260b695d32b6cc9017a98789b7bddb,female,left,left
1181f5cc34199f512968a921c6291c1e,female,left,moderate_left
82b0a844302b157d07298f25832dd62d,female,left,moderate_left
b9605ad180c707cec109253e5f92f267,female,left,left
fda5b153d65be420dd47f8f52d0ced3d,female,left,moderate_left
bb094f58c4682eda1c132fde04c6e106,female,left,moderate_left
2e6dc4c8a90b713977ddea75e94e5d2f,female,left,moderate_left
61ce39d06d4a9cec2dd3864c436cd0fb,female,left,moderate_left
ef1c41d2e76ee985cc4d7abb2d78b44c,female,left,moderate_left
d3b80a134247632117303aeb35ac56bf,female,left,moderate_left
f0b574ea95aa48e251c6a9d3557a7e9b,female,left,moderate_left
15e5208aeb13e0ab5f8b61cbea75d3fa,female,left,moderate_left
3074711dfb7a991d98209040fc0ca51d,female,left,moderate_left
1397fa3c1e597f0855d11b1844de9da3,female,left,moderate_left
9406349af07dbcd5d72edd6fc70d32ad,female,left,moderate_left
69e502bb44e729bae076b27b0daa43da,male,left,moderate_left
3ae1e5910aef3c2da1eecfbbdf5cf4bb,female,left,moderate_left
86b5126d0d73b62bb8e3fc191abc49fd,female,right,right
1a52161188fae3dcb3efa1541136e414,female,right,moderate_right
be82abfd9879eb87cd6519cedb45753c,female,right,moderate_right
02b2b50ff7b8a6228ad60dfcea42b697,female,right,moderate_right
af6fb8161acbb79979c661cc553829d6,female,right,moderate_right
247479a019b8e6f58ad19c2f853e0c72,female,left,moderate_left
fbf22df8002591cba08fd00d44e7f0ac,female,left,moderate_left
1a339a34072cf341606b3ac11d6e225e,female,left,moderate_left
f1156cf9e704a2a75fb6c01e5070cb92,female,left,moderate_left
f58143136bb41da0ebec4175f837b71e,female,left,moderate_left
d7897a3a8f335b2df1c2b3a1c4af9299,female,left,moderate_left
5a0eebc9762279f08f4ad4ad6b3ab1e6,female,left,moderate_left
c17f1298be96267ccdd689a1ef08e594,female,left,moderate_left
fd913f53f666768178208dc4d8e6cc0a,female,left,moderate_left
98b2b1074e55317d69b06b6db79e8f28,female,left,moderate_left
66bb0f41d64d7a964661f49d0ab0cc68,female,left,moderate_left
2b200ccf6681b0220fa0388f317f728b,female,left,moderate_left
96aef66325a05e614575c64a4eaea2b0,female,left,moderate_left
be53d5c689d43b4578f2c3c492fdc4c0,female,left,moderate_left
b6b532a7e2cdb74bad54f91c1d65c026,female,left,moderate_left
93c46526d7bd7cfb8e436693ba579748,female,left,moderate_left
e740b3ef416e09c68f3ed5a4b5484960,female,left,moderate_left
058dcf984da001956432a37137958633,female,left,moderate_left
371f4738bdb4674577d827646ac31b08,female,right,right
a1e5dff9b1b4d60cc040ac9e3d4d24a6,female,left,moderate_left
b403799fbdf1ce22d9926c5a7927b17c,female,left,moderate_left
77a58f026d88cd55754dbd1497ba55a8,female,left,moderate_left
0f201ec75771880bf56acf112b9b1350,female,right,moderate_right
38afbdb4e633c1ee491cad21d9af2c70,female,right,moderate_right
4bb61c330862e6e58fbd2a81fa385893,female,left,left
d44a78dc7e0a156a136d32d4c76e7c41,female,right,moderate_right
d08fb0a868523330aabdfec388a04bff,female,right,moderate_right
2a3314a9a2ec92c82fec8bf3066b8dc6,female,right,moderate_right
f0bf7fb150b239af746e7ec456ad6733,female,left,moderate_right
f9320f85c415472b5c35b538a8cb743a,female,left,moderate_right
0db4ccff71a4a0cc4d232f05ae287ca1,female,left,moderate_left
a1e95447674930ef0c776ae42490596c,female,left,moderate_left
60bc077491f076141a0087ab7dc7e976,female,left,moderate_left
96d0a6b5435ccefbca27f5879c54e7a3,female,left,moderate_left
1f1fe6209c638f1f66180528fc64b068,female,left,moderate_left
4a6beea201561f6f90ae719574461ee9,female,left,moderate_left
e23225c55c66d6bda0eccfde5c08ec86,female,left,moderate_left
84e61e9368649dd5d0765bf8c5862b8a,female,left,moderate_left
2decfe7d07f50f0db9b97b8cf859a341,female,left,moderate_left
6d4ec689da8263d4b595faa7032a4cc9,female,left,moderate_left
6932bf00451701ea7022c2768190150b,female,left,moderate_left
dd18d614e25a9c3a0008b5b2b2c1b84b,female,left,moderate_left
15cd0232ed05041f58d3dba2849101f7,male,left,moderate_left
1d4dbe5af9aa31820c0323418b2f99a8,female,left,moderate_left
a59ae35e97b0a60c7f6b6d9416ac4382,female,left,moderate_left
d6f9ea3c8eea0b6e43f101f1cd874579,male,left,moderate_left
d3cfa11d8c00ffa980fa96a1ffc1d515,female,left,moderate_left
b29b72ebeecb8eae649b18b8a8efa299,female,left,moderate_left
802d526bf52bf7882474a5d57c3e2abe,female,left,moderate_left
8e299017330858d28b8269ba974834d9,female,left,moderate_left
77e36b5519ac0932fc4ef2576cb817bb,female,left,moderate_left
20abe6ed3b1930e4e8aa4b3fa367ab55,female,left,moderate_left
0908d488220ab2719a7208eb0f607bf1,female,left,moderate_left
80e29ed9fe28eb7e7f77e50a7fda527a,female,left,moderate_left
d636cbe4d0fcce0e610e7f110629611d,female,left,moderate_left
96db1a7bd2d58a6c53afe565f25651ed,female,left,moderate_left
dc8b8e6ff0ca3de660b20c8631b72bb7,female,left,moderate_left
82d6732ef3b4d4e9d89f0bfbcff1d999,female,left,moderate_left
f3b6fdd643c560274aa6bfd19085bda2,female,right,moderate_right
0e661fcfc1109969f011749d1d878d62,female,right,moderate_right
f901c3a685889c782ce0d8a93f058ea0,female,right,moderate_right
ff9d68c01c01a4a5ed3996208c869ddc,female,left,moderate_left
84b30036cdec01080e7ddf5fe353f4cb,female,right,moderate_right
23a0a354a4e81b1c7b99d2c2774e52eb,female,left,moderate_right
1e98795f7a1eb6ccef564b9d07947bcb,female,right,moderate_right
d193dd0947fb7267699dd075d19eb27e,female,right,moderate_right
9993d588aa994ee4d853470a7a4ead93,female,left,moderate_left
10757069fc000247b9e16ceee42f4340,female,left,moderate_right
26b3e4760b9c81b2e45df2cd54e64c0f,male,left,moderate_left
da6775e57076167c13dd1d2647a506aa,female,left,moderate_left
fe324943774e7da9fe13b7a1ee98e9e1,female,left,moderate_left
d627761fb2513d374b82ece52cd38887,male,left,moderate_left
2580805108b0d5160753e2a74b747af9,female,left,moderate_left
e2dfb093ea1c9a78e1f58511210f3d45,female,left,moderate_left
bbff7dfcc9d49e118bfcc2e71f076fad,female,left,moderate_right
fef2b9f777149b94d638804f81c566df,female,left,moderate_left
56673c8ddbcb10a21e9b34f13845b46c,female,left,moderate_left
cca99b83883bf4921b9e2af836c20531,female,left,moderate_left
1f0201517b2cf92f2a8e411fbcc43a9f,female,left,moderate_left
bd349923f21106c0259548e50dac1156,female,left,moderate_left
80c0c759e652036ff225d736ac4f3245,female,left,moderate_left
86733697e0241df9c8861f882ddd12a4,female,left,moderate_left
72fcb56ae43348e13845e86f9916dd64,male,left,moderate_left
13dec179c65db153f378f70a825b9d42,female,left,moderate_left
123dd510b7f606a16e07ea41f9a62dde,female,left,moderate_left
9bcf3f1f601d46d76f4f49b3d52328fd,female,left,moderate_left
0122261775344348b6bbc1eaa0005a63,female,left,left
68ac452189ca58da5eb6ab3f74d766fc,female,left,moderate_left
73c798b5dd2972b78f01881ea1d6be4e,female,left,moderate_left
4a13a97f83f356b269a546064721aed3,female,left,moderate_left
4ad2d3292c8dc809a805401d0ae58568,female,left,left
5db191c7c5d4fca345b77666f5f43b47,female,left,moderate_left
20e1b7d780e45d62e52d0140540592ae,female,left,moderate_left
98e609cc59e0bb27480e65f3be5910fa,female,left,moderate_left
4b8eabaccf436121c7cbac364d793973,female,left,moderate_left
8d84b396ea88ff677d956cb04083f563,female,left,moderate_left
9750041f9e7ea5182f29461efeea1234,female,left,moderate_right
290e6e7e640e12f3524463a36694dc10,female,left,moderate_left
bf064c671102c4dfe785f2468b1576d9,female,left,moderate_left
4fe07ab3a561a04f38ceb6bbc030cddd,female,left,moderate_left
f48eb51f46c863362c5a9bb3b3db8b6c,female,left,moderate_left
