label,gender,ideology_binary,ideology_multiclass,tweet
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"Hoy participo en Bilbao en la Cumbre europea sobre lugares de trabajo saludables, organizada por @user  donde abordaremos especialmente la mejora de la seguridad y la prevención de daños musculares. 🎥 A las 14.00h en directo:"
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"Pablo Milanés ha compuesto, verso a verso, la canción de nuestras vidas. Trovador de la belleza, memoria de todos los amores. Su voz diáfana, libre, nos legó una poética y una ética de lo esencial y lo pequeño. Hoy, Pablo, vuelas de tu isla amada a nuestro corazón por siempre 💜"
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"Aumentaremos la tributación de las grandes empresas en sociedades acabando con agujeros fiscales y, al mismo tiempo, reduciremos la carga fiscal de pymes y autónomos del 25% al 23%."
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"La igualdad debe nutrirse de hechos. Con @user impulsamos normas como la Ley de Igualdad Retributiva, los Planes de Igualdad o la herramienta IR!. La reforma laboral y el Plan Corresponsables son también ejemplos palpables de medidas que abordan la raíz del problema."
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"En breve nos veremos querido @user para presentar este libro que hoy llega a las librerías de nuestros barrios. Gracias por empujarnos siempre a reflexionar, ganas de verte 💕 ."
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"'True west' de Sam Sheppard habla de los caminos que escogemos en la vida, de las decisiones difíciles, de la crudeza de los lazos familiares. Un texto prodigioso, poético, trepidante, y un duelo actoral que nos remite a la esencia y la magia del teatro en estado puro. ¡Gracias!"
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"Hoy, junto a trabajadoras y trabajadores del sector cultural, vivimos un día emocionante en el Congreso 💜. Por primera vez se les reconoce un derecho tan básico como acceder a una prestación especial por desempleo."
0008c4fab9e97623a60380ee9c88cb20,female,left,left,La competición de las CCAA del [POLITICAL_PARTY] por ver quién hace más regalos a los ricos es nefasta para la mayoría.. La propuesta de [POLITICIAN] rompe España. En @user 👇🏼
0008c4fab9e97623a60380ee9c88cb20,female,left,left,¡En unos minutos comenzamos en Mérida! 🔴🎥 En directo:
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"Europa permanece unida frente a la invasión de Putin. Es momento de proteger inequívocamente al pueblo ucraniano.. En medio de la incertidumbre, la ciudadanía exige a las instituciones una respuesta clara y solidaria. En eso estaré."
0008c4fab9e97623a60380ee9c88cb20,female,left,left,¡Este sábado nos vemos en Valladolid para @user ! 💖. Os esperamos a partir de las 11.30h en el Fundos Fórum.
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"Por fin, rebajaremos el IVA del 10% al 4% para los productos de higiene femenina. Son productos esenciales y no lujos.. Además, reduciremos el IVA de los preservativos y los anticonceptivos no medicinales."
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"@user Pensé que me conocías un poco más, Pedro....😂"
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"Instauramos nuevas categorías, pasando de un modelo de 'oro', 'plata' y 'bronce', a tres condecoraciones: 'Excelencia', 'Igualdad' y 'Salud laboral'.. Impulsamos una transformación en la concepción de este reconocimiento para adaptarlo al siglo XXI."
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"🇳🇱🇪🇸 Me he reunido en el [HASHTAG] con @user  ministra de Empleo de los Países Bajos, para abordar la necesidad de subir los salarios en la coyuntura actual.. Debemos ampliar las alianzas para consolidar el nuevo sentido común económico surgido tras la pandemia."
0008c4fab9e97623a60380ee9c88cb20,female,left,left,Gracias a la lucha de las trabajadoras del hogar esta medida es hoy una realidad.. 👉🏼 Hacemos efectivo el Convenio 189 de la @user que consolida un nuevo marco de derechos laborales básicos para estas trabajadoras.
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"¡El próximo miércoles, 9 de noviembre, nos vemos en el Riojaforum de Logroño! Te esperamos a partir de las 17.30h.. Súmate 🙌🏼"
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"Muchas gracias, querida @user  por mostrarme, de primera mano, la histórica labor de la Convención Constitucional. Chile está ante el reto de construir un acuerdo de país en el que quepan todas y todos, un nuevo contrato social que mire al futuro con ilusión 🌸"
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"Este Centro Nacional es un reflejo de nuestra sociedad. Hace 30 años casi no había mujeres en su plantilla. Hoy las científicas son mayoría en un profesional equipo, dirigido por Pilar Cáceres. Seguimos reforzando la ciencia, también en el ámbito de los riesgos laborales."
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"El paro en octubre ha bajado y los contratos indefinidos, un 46%, continúan la senda estabilizadora marcada por la Reforma Laboral. Un buen dato para la ciudadanía, 27.000 personas paradas menos, y un mal dato para los agoreros, los del todo va mal. En @user 👇"
0008c4fab9e97623a60380ee9c88cb20,female,left,left,🙌🏽 Las trabajadoras del hogar tendrán los mismos derechos que cualquier otra trabajadora o trabajador.. La igualdad de trato es el principal objetivo que persigue el Real Decreto-ley aprobado en el .
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"@user Un placer, querido @user . Nuestro país trabaja de forma incansable para promover la economía social, que representa ya el 10% en España. Sigamos trabajando para mejorar la vida en nuestros países hermanos❤️"
0008c4fab9e97623a60380ee9c88cb20,female,left,left,"@user Qué buena noticia, querida @user ❤ El diálogo social es el camino para avanzar en derechos y trabajo decente. Un abrazo!"
00369358fac3b8d42845f82f0c3ececc,male,left,left,"¿En qué tipo de burbuja ideológica hay que vivir para que a tu gabinete de redes le parezca aceptable tuitear ""sí hay médico: está de baja"" como respuesta oficial en plena crisis sanitaria?. ¡En qué subcultura antipública y antiderechos laborales se han encerrado xa q esto suceda!"
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Mola. Es más o menos lo que hacemos, pero buena síntesis. Gracias."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user A) sí los hay, y muy bien financiados por empresas privadas. B) no tienen mucho éxito. Porque la ciencia no consiste en plantear discurso ""alternativo"" a placer, sino en encontrar evidencia y elaborar teoría capaz de explicarla. En plegarse a la realidad de los hechos. 🤷🏻‍♂️"
00369358fac3b8d42845f82f0c3ececc,male,left,left,¿Nuevas técnicas narrativas? Ya habíamos visto la rebaja de la definición en flashbacks o citas (metacine). Ahora... aumento del FPS en acciones de acción.
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Sabes que la has cagado como publicista cuando en 15h sólo 5 personas comparten tu campaña, sólo a 17 les gusta, pero 554 la comentan. Desastre de provocación. Retirada ya. [HASHTAG] [HASHTAG] [HASHTAG]"
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Creo que no ""ES"" estrictamente de ninguno de los dos, en el sentido de pertenencia identitaria. ¡Por suerte para la izquierda! Pero es un poco de los dos, y también de Podemos, en el sentido de vinculación socialmente percibida e inevitable. Y ese delicado equilibrio debe cuidar."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Dos humildes aportaciones divulgativas, para explicar el término [HASHTAG] a quienes aún no lo conozcan. Lecturas que recomiendo cada año a mis estudiantes. Un saludo, Beatriz."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Otra cosa que estamos sobreexplotando es el término ""cloacas"". [HASHTAG] hay en todas las casas y ciudades, es una cosa necesaria, que limpia y recoge lo que nadie quiere, sin cloacas no habría civilización moderna. La metáfora tiene limitaciones. Hablemos de ."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"¿Pero qué maravilla estoy leyendo y por qué no he llegado antes a Maggie O'Farrell? Novela coral bien tramada, delicias estilísticas que sorprenden, narrativa genialmente dosificada, que atrapa, delicadeza y brutalidad danzando en armonía, tacto, humanidad, agudeza. Y veraniega."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Con 80 estudiantes por clase, no es fácil.🤔. A 15 min. de exposición cada uno: 20 horas. Una semana entera, si dedicas 4h diarias."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"En Securitas Direct dicen que hoy, si bajas a por el pan, igual te okupan la casa. Pero lo cierto es que yo me he dejado todo el día la mochila en la cesta de la bici, aparcada en plena calle, y por la noche aquí siguen. Que también somos esto, Madrid, que a veces se nos olvida."
00369358fac3b8d42845f82f0c3ececc,male,left,left,@user Se podrá descargar gratis en cuanto l@s compañer@s del archivo la suban. La colgaré aquí y te envío copia. 😉
00369358fac3b8d42845f82f0c3ececc,male,left,left,@user Aquí se avanzan las primeras conclusiones importantes. El estudio detallado sale publicado el mes que viene. .
00369358fac3b8d42845f82f0c3ececc,male,left,left,@user La paguita me la dan aunque no asuma. Asumir es voluntario.
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Y por seguir con esta serie de guías muy útiles que puedes descargar gratis en UCLM, esta es mi favorita:. ""Guía para la prevención de la corrupción en las Administraciones Públicas de Castilla-La Mancha"" (y de cualquier parte).😊👇🏻"
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Pues nos está quedando una esfera pública que da unas ganas locas de encerrarse en la privada, ¿no?"
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Informar sobre barbaries y sentir que sirve de poco. Presiones internas. Amenazas externas. Denuncias. . Exposición pública. . ¿Por qué hay ""muchas compañeras quemadas que quieren dejar su trabajo en [HASHTAG] o lo hacen asqueadas""?👇🏻."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Mi hijo, con 1 año, no habla muchas palabras aún, pero pide a Alexa su canción favorita, y se la pone (en casa de la abuela). Eso que llamamos ""música"" no será la misma cosa en su generación y la mía, está claro. Pero tampoco estableceremos el mismo tipo de relación con esa cosa."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user De la comunicación sin más, diría. No en compol, ni en consultoras privadas, claro, donde impera un positivismo pragmático que no desprecia hacer pleno uso de estudios cualitativos e interpretativos, donde más sirven. Sí en la academia, sin duda."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"La cultura paranoide que se ha impuesto en la militancia de Podemos lleva a considerar ""cloaca"" medios como eldiario. Si no es morado, es enemigo. Nació precisamente contra esto, nuestro éxito en 2014-2016 fue superar la impotencia mediática a la que ahora hemos vuelto de cabeza."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"En todo caso, enhorabuena al candidato y a la facultad, es sabido que Pablo es un profesor muy valorado por sus estudiantes. Lo injustificable, como dije en su día, es su exclusión de la anterior convocatoria, no su puntuación en esta."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Al presentar estas medidas, ante la pregunta ""en qué semana se hará esa ecografía"", el vicepresidente García-Gallardo (V🤮X), ha respondido: ""yo es que de embarazos no sé mucho"".. Ya, pero te metes a controlar el cuerpo de las mujeres en contra del criterio científico, valiente."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Hasta cuándo seguiremos con las horrorosas portadas oficiales, todas iguales."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"De lo mejor que se puede leer hoy para entender, sin aspavientos, el presente, la historia reciente y el futuro inmediato de las opciones reales que va a tener la izquierda en las próximas convocatorias electorales. Lectura más que recomendable. 👇🏻"
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Al hilo de esta provocación, decidí someter al bot ChatGPT a un examen de selectividad de Historia, tomando las preguntas del extremeño del año 2019.. El resultado, no te sorprenderá."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"No me puedo creer que nadie haya inventado aún el cowork con guardería, o piscina de bolas/animación infantil con mesa a la vista para que papi curre. ¿Qué hacéis cuando llega un deadline y no hay escuela infantil ni abuel@s de guardia?😰. [HASHTAG]"
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Son muy importantes eventos como este de @user  donde @user  @user y yo pudimos devolver a la sociedad resultados de nuestro Proyecto I+D sobre financiación pública a medios (vía ). Gracias, @user ."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Vista la entrevista a Sergio Pascual en @user  y leído su libro. Como miembro de aquella dirección de Madrid, entonces, y de la ejecutiva con L.Alegre, no dejan de sorprenderme cuántas perspectivas distintas y qué vivencias tan diferentes pueden coexistir sobre un mismo suceso."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Los que defendéis contra viento y marea que Pablo Iglesias no aludía a [POLITICIAN] cuando usaba las palabras ""miserable"", ""cobarde"" y ""estúpido"", podéis tranquilizaros. Veréis qué pronto sale el líder y lo aclara todo desde su podcast, y santas pascuas. Ahora. Ahorita. Ya de ya."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user He estado en muchos concursos como ese, de candidato y de juez. Sé bien cómo funcionan. Léase la convocatoria. Entre los méritos está la experiencia profesional en consultoría política. Que varios de los candidatos tienen, y mucha. Pero ninguno ha llegado a ser siquiera baremado."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"¿Que por qué hace falta fomentar la cultura científica y la divulgación, decían?"
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user ""Es el alcalde el que quiere que sean los vecinos el alcalde"""
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Para la Sanidad de Madrid, muy privatizada, no hay análisis científicos comparativos similares, por la sencilla razón de que los datos no están publicados, hay un problema de opacidad. Las empresas privadas no son transparentes, revelan mucha menos información. Busque Ud. alguno."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Hablo de estos ejemplos, sin ir más lejos. ¿Los periodistas son excelentes u horripilantes según nos traten?🤔."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Pues, os guste o no, la posición oficial de Podemos ahora mismo es que Yolanda es ""miserable, cobarde y estúpida"", y también que les debe respeto y que les vaya haciendo un hueco bien alto en las listas. Que todo lo demás es ser cloaca. Machoalfismo pasivo-agresivo, de manual."
00369358fac3b8d42845f82f0c3ececc,male,left,left,@user Me sigue dejando boquiabierto cómo gestiona los errores. Nada que ver con ningún conversacional previo.
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Sí, sí... con mi interrogación no pretendía cuestionar tu aportación, al revés, hacer mía y compartir tu duda. ¿Será la primera vez? ¿Veremos más? De lo más interesante. Gracias por compartir."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"O como la investigación universitaria puede tener un impacto político y social muy positivo. 😉 Gracias por tu ejemplo dirigiendo y divulgando este proyecto, @user ."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"En el contexto cultural actual, a quien más dañan los vomitivos insultos proferidos ayer contra [POLITICIAN], es a quienes callan, a quienes los dicen, y sobre todo a la institución que permite decirlos y agotar el turno de palabra. Solidaridad total con quien los sufre. Basta ya."
00369358fac3b8d42845f82f0c3ececc,male,left,left,@user Por lo que veo... un poco. Pero no pretendía!
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Pero ñoña bien, tampoco insulsa. Si te gusta el cine surcoreano, es el prota de Parásitos, y está fantástico. Le fue muy bien en Cannes y San Sebastián. Engancha, con recursos facilones, pero lo hace. No es una peli para analizar, es para llorársela toda."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Ambos. Lucía Méndez ha dejado de coquetear tanto con la ""nueva política"" y Podemos (es decir, PIT, porque ¿hay diferencia?) ha pasado a confrontar individual y personalmente con much@s periodistas y medios que hasta hace poco consideraba cercan@s e invitaba a sus tertulias."
00369358fac3b8d42845f82f0c3ececc,male,left,left,Por qué es importante (aunque poco habitual) que lxs periodistas estemos sindicadxs. El hilo.👇🏻
00369358fac3b8d42845f82f0c3ececc,male,left,left,"De elogio transversal del encuentro, del abrazo, del brindis y hasta el villancico, frente a la digitalización de las relaciones sociales al servicio de la economía de la atención, que nos expropia nuestro bien más preciado."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user ""Progreso"" hacia el precipicio.🤦🏻. Y sin embargo, en parte acierta: disputar y redefinir (y hacerse con) la idea de progreso es clave para el ecologismo político. Sigue siendo su Talón de Aquiles discursivo, por más que se esfuerza en guarnecerlo."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Quienes hoy denigráis a Lucía Méndez como si fuera una especie de ""militante anti-podemita"", ¿no os acordáis de cuando Pablo Iglesias recomendaba sus análisis, le daba entrevistas clave y la invitaba a sus tertulias? ¡Qué poca memoria y qué cambio de cultura mediática en Podemos!"
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Ha sido un privilegio dirigir esta tesis. He disfrutado y aprendido mucho, y hemos trabado una relación académica para toda la vida. Gracias a los profesores @user  Rodrigo Castro (@user ), @user  y Luis Nitrihual (@user ), por sus apreciaciones."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"Conferencia de @user hoy en @user  sobre la competición electoral en el nuevo ciclo político. Espectacular capacidad pedagógica y de síntesis, menudo lujo para nuestros estudiantes. Divulgativo y a la vez exhaustivo. No os perdáis sus clases si tenéis la ocasión."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user Igual eso que llaman ""los hosteleros"" caben en un taxi, sí."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"No olvidemos que la última vez que Iglesias se presentó a elecciones como candidato en 2021, [POLITICIAN] le adelantó en más de 350 mil votos, y él se retiró diciendo ""no contribuyo a sumar… no soy una figura que pueda contribuir a ganar"". Que igual no se equivocaba."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"@user De los ""cuidados"" decía yo. Pero también. Un abrazo."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"El ""odio a todo lo de afuera"". como nueva cultura militante en la izquierda.. La sectarización galopante, el nacionalismo de partido hueco. No veo por qué debiera Yolanda tener interés en integrar esto."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"No debes ""irte de la política"" si no sabes renunciar al impulso de estar siempre en el centro de la foto. Puedes terminar haciendo el ridículo y poniendo palos en la rueda de los que consideras ""los tuyos"". Obligándoles a renegar de tí o cargar contigo en su política de pactos."
00369358fac3b8d42845f82f0c3ececc,male,left,left,"La fiesta de la Navidad puede vivirse de muchas maneras. Sé que muchos, en ese espacio simbólico que llamamos Izquierda, no pueden evitar vivirlo como imposición cínica, ""falsa"", consumista, de carácter patriarcal, religioso y colonial.. 'Hilillo' va...🧵"
00369358fac3b8d42845f82f0c3ececc,male,left,left,—Eldiario dice que nuestra marca subre frente a otras…. —¿Véis? ¡Nuestra estrategia era buena!. —Pero de los liderazgos dicen otra cosa…. —¡Traidores! ¡Van contra nosotros!
00369358fac3b8d42845f82f0c3ececc,male,left,left,"¿Ha aclarado ya M.[POLITICIAN] si Marruecos es Marruecos?. Me tiene preocupado, la cuestión."
00483c4cd74379bc24034ae4085f852e,male,left,left,"El futbolista Amir Nasr-Azadani salió en todas las portadas por una posible ejecución en Irán. Sin embargo, esos mismos medios de comunicación no han escrito un breve sobre el asesinato perpetrado por Israel a Ahmed Atef Daragmah, futbolista palestino. Indignación selectiva."
00483c4cd74379bc24034ae4085f852e,male,left,left,"@user El éxito no es salir en portadas de revistas, ser famosa y venderse. Importan más los principios y los valores. Y eso la gente lo valora. Por eso el libro que he escrito sobre el capo Florentino Pérez se vende más que el que le han escrito a Pilar Rubio."
00483c4cd74379bc24034ae4085f852e,male,left,left,"Y en un nuevo capítulo de las ""huelgas no sirven para nada"", las dependientas de Inditex han logrado un acuerdo con la empresa de 382€ más al mes tras un año de lucha colectiva."
00483c4cd74379bc24034ae4085f852e,male,left,left,"Hoy, el periodista vasco Pablo González cumple 10 meses secuestrado en Polonia con la complicidad del gobierno y el silencio de los medios de en España. Se enfrenta a 10 años de prisión. Su familia nos pide mantener la presión social. Han creado la asociación"
00483c4cd74379bc24034ae4085f852e,male,left,left,"Las trabajadoras de Inditex inician la huelga coincidiendo con el Black Friday. Ellas son las que pagan las ""ofertas"" de Amancio Ortega con salarios de miseria."
00483c4cd74379bc24034ae4085f852e,male,left,left,"48 asesinados, uno de ellos un niño de 15 años."
